"","ICD9CM.1","Age","pm2p5","pm2p5_5","pm2p5_10","n"
"875"," 7862",22.8416050686378,15.5376076425554,14.7757111747624,14.9512254435058,947
"876"," 7863",44.6315789473684,14.9231578947368,14.0727444736842,13.8485165789474,19
"877"," 78650",44.8333333333333,21.805875,13.6310566666667,12.011721875,6
"878"," 78651",54.875,22.7611015625,20.7932515625,18.445662109375,16
"879"," 78652",45.0634920634921,15.8752954365079,15.8799736904762,16.5281528571429,63
"880"," 78659",45.9440433212996,15.7227821299639,16.1981920870939,16.2102968885379,1108
"881"," 7868",38.5555555555556,14.7933472222222,17.5955166666667,15.4674679166667,9
"882"," 7869",15,24.7625,11.30775,8.98475,1
"883"," 7870",66.5,8.12765,16.7074175,15.28299625,2
"884"," 78701",37.034188034188,14.0150169871795,14.4241717200855,13.9864340277778,234
"885"," 78702",42.1860465116279,12.9378139534884,13.8643387790698,14.608126627907,86
"886"," 78703",18.8771043771044,14.5682238215488,14.2263748190236,14.0916409659091,594
"887"," 7871",48.2857142857143,23.9333928571429,19.3204678571429,17.4689642857143,7
"888"," 7872",43.875,11.74496875,12.8120615625,14.7930728125,16
"889"," 7873",45.5789473684211,15.2422703947368,16.0759278947368,17.0395001973684,38
"890"," 78791",28.4043209876543,13.798131404321,13.6121715084877,13.4162768499228,648
"891"," 7880",40.559748427673,14.5892562893082,14.5938791823899,14.8362710062893,159
"892"," 7881",39.774011299435,16.7666073446328,16.7198907485876,16.0756125988701,177
"893"," 7882",94,5.055,6.455675,7.2982875,1
"894"," 78820",63.8260869565217,15.6495875,15.1686884565217,15.9417605326087,115
"895"," 78821",27,19.8,10.1275,9.601275,1
"896"," 78830",47,6.59125,8.1409,8.8800875,1
"897"," 78839",33,6.02125,6.5289,12.065325,1
"898"," 78841",42.125,19.69154765625,20.95121109375,18.623240703125,16
"899"," 78842",38,20.4303125,15.987580625,13.7304996875,4
"900"," 7885",39,15.627984375,19.826705,20.393811875,8
"901"," 7886",6,14.56875,13.20475,13.1464125,1
"902"," 78869",16,17.8875,28.297975,34.1714875,1
"903"," 7887",26.6666666666667,9.41235833333333,11.9877216666667,12.7501441666667,3
"904"," 7889",4,17.6125,11.71525,13.3401875,1
"905"," 7890",26,18.9185,20.11911,15.464575,5
"906"," 78900",29.9625623960067,14.7748168573211,15.0435774563228,15.1522966202163,1202
"907"," 78901",42.5280898876404,15.1720242977528,16.1508942696629,15.7679516713483,89
"908"," 78902",44.4324324324324,16.1215945945946,14.6816107432432,14.6897478716216,37
"909"," 78903",34.3809523809524,16.5201864880952,16.1310402380952,15.7018069255952,420
"910"," 78904",39.4808362369338,14.7278707317073,15.0480098519164,15.3451774433798,287
"911"," 78905",27.7435897435897,14.3343461538462,13.7312353846154,13.2105310897436,39
"912"," 78906",38.5735963581184,14.8948869688923,15.4208194233687,15.0337582492413,659
"913"," 78907",16,6.81475,13.3354075,12.8161725,2
"914"," 78909",37.0814479638009,16.0125741515837,16.7191476809955,15.3627163065611,221
"915"," 7893",25,16.825,11.401525,13.4275175,1
"916"," 78930",75,4.6125,9.4068375,13.35091875,1
"917"," 7894",41,49.2,24.96775,15.025,1
"918"," 7895",56.4,20.3230125,14.1439775,16.53830125,10
"919"," 78951",69,6.14625,29.46,27.22225,1
"920"," 78959",35,4.49775,15.7339,17.4760125,1
"921"," 7896",39,6.795,9.8033,8.0591625,1
"922"," 78960",1,13.04125,13.6844,12.0391575,1
"923"," 7899",13.8333333333333,10.18778125,12.32088125,14.610484375,6
"924"," 790",4,41.45,20.41925,16.8607625,1
"925"," 79009",63.5,19.75,15.2530125,14.75363125,2
"926"," 79029",49.75,14.6487421875,13.146459375,15.206522578125,16
"927"," 7907",7.46153846153846,10.5716442307692,10.9446730769231,13.5115096153846,13
"928"," 79092",52.25,8.38288125,13.3542825,18.0751725,4
"929"," 7919",25,7.11625,10.8915,20.17575,1
"930"," 7921",28.5,4.6003125,10.5516125,12.38736875,2
"931"," 79431",64,4.9,5.08225,7.518125,1
"932"," 7945",0,13.69,16.686,14.0100375,1
"933"," 7955",1,37.81875,22.270375,17.31736875,2
"934"," 7962",45.6060606060606,18.6922193181818,19.0039621969697,17.7140620833333,33
"935"," 79902",73,15.27625,14.518125,14.0253125,1
"936"," 7991",36,20.525,13.166775,15.2148875,1
"937"," 7992",4.71428571428571,14.9092619047619,15.8924605952381,15.3441780357143,21
"938"," 80001",17,2.92521875,10.51010625,12.059009375,2
"939"," 80002",29,8.92,7.75445,11.88185,1
"940"," 8002",1,19.4625,13.03501,9.11678,1
"941"," 80075",25,5.964375,14.965125,14.0849375,1
"942"," 80101",27.2,8.90615,7.362445,9.022715,5
"943"," 8020",31.0208333333333,12.2522239583333,13.35062453125,14.617626953125,48
"944"," 8024",46.3333333333333,20.6354166666667,25.0471833333333,23.7891083333333,3
"945"," 8026",35,10.73375,7.164175,7.9949625,1
"946"," 8028",26,9.6759375,12.8196,13.5791125,2
"947"," 8029",48,26.0375,17.295,14.29275,1
"948"," 80501",2,10.68125,12.3467,10.1174,1
"949"," 80503",18,7.16625,43.1135,29.959625,1
"950"," 80508",38,9.74625,13.026,12.0814075,1
"951"," 8052",47.6666666666667,29.9308333333333,12.9756916666667,11.1888916666667,3
"952"," 8054",51.7142857142857,34.0785,15.7495642857143,15.0984732142857,7
"953"," 8056",76,11.98625,15.2415,23.1875,1
"954"," 8058",46.5,9.1980625,9.5544625,19.20198125,2
"955"," 80701",61.7,13.278915,10.897274,12.59765325,10
"956"," 80702",40,11.0865625,11.2703625,10.6316890625,4
"957"," 80703",79,9.595,12.87,19.795875,2
"958"," 80704",78.6666666666667,10.0870833333333,8.010525,8.51874958333333,3
"959"," 80707",47,7.3975,14.889825,9.777525,1
"960"," 8072",64,11.121625,5.19255,8.253025,1
"961"," 8082",55.4285714285714,12.44725,13.7333035714286,14.8961303571429,7
"962"," 80841",52.3333333333333,16.2161666666667,13.286775,18.7443875,3
"963"," 81000",14.3333333333333,11.57021875,13.0364354166667,13.766468125,12
"964"," 81002",16,14.9875,14.81225,15.609875,1
"965"," 81003",25,20.291775,24.454505,19.5377725,5
"966"," 81100",32,43.9375,44.43,33.63575,1
"967"," 81200",40.7692307692308,14.4905,14.7987511538462,14.5284226923077,13
"968"," 81201",63.2058823529412,12.6672169117647,14.4247444852941,14.0094618382353,34
"969"," 81202",74,2.828825,7.382765,8.4490075,1
"970"," 81203",55.3846153846154,24.2069134615385,19.8898169230769,19.0573657692308,13
"971"," 81209",52,7.94283333333333,10.4244216666667,13.1133066666667,3
"972"," 81211",91,5.93,26.679,16.879175,1
"973"," 81221",29.5,20.725,14.445625,11.609425,2
"974"," 81240",26,17.341575,13.89116,12.1070685,5
"975"," 81241",5.57142857142857,11.4297053571429,10.59639625,13.1754530357143,14
"976"," 81242",20.7142857142857,16.4096607142857,16.646545,15.6162635714286,7
"977"," 81243",26,14.4775,17.011875,17.62655875,2
"978"," 81244",19,25.0806875,27.1221375,22.25030625,2
"979"," 81249",39.5,12.8375,11.776625,10.9565,2
"980"," 81300",5,19.8,10.1275,9.601275,1
"981"," 81301",24.8,8.5431,14.577033,18.7032165,5
"982"," 81302",32,6.855625,13.9952625,11.418971875,2
"983"," 81304",29.5,6.820875,15.0200625,14.444875,2
"984"," 81305",40.16,16.146169,15.2637925,15.395787775,50
"985"," 81306",5,0.9129375,13.8588375,15.68879375,1
"986"," 81308",7,9.30625,15.15125,13.4094125,1
"987"," 81321",22,17.146875,21.017,16.72739,2
"988"," 81322",31,8.5925,24.92325,16.96775,1
"989"," 81323",9,27.7375,16.1179,11.1158,1
"990"," 81341",68.2,14.0291225,13.386302,14.7960856875,20
"991"," 81342",30.056,15.4432262,15.31013296,15.33332829,125
"992"," 81343",24.4285714285714,15.3614196428571,15.833225,15.1189551785714,14
"993"," 81344",17.2727272727273,15.4683579545455,14.0820309090909,13.9265035227273,22
"994"," 81345",12,8.4575,6.315025,7.19968125,1
"995"," 81380",20,4.158625,9.139475,26.6768625,1
"996"," 81381",14,5.40125,6.419075,8.6679775,1
"997"," 81400",20,13.3738,10.235315,9.648335,5
"998"," 81401",24.9411764705882,19.649375,20.9703220588235,19.19382125,17
"999"," 81403",57.5714285714286,22.7851785714286,18.8723364285714,19.5895573214286,7
"1000"," 81500",28.2142857142857,16.9043973214286,14.2476075,14.9717042857143,28
"1001"," 81501",22,17.7325916666667,18.6359627777778,17.3569308333333,9
"1002"," 81502",33.8888888888889,10.379625,12.1159088888889,13.86706,9
"1003"," 81503",36,11.53125,20.981,23.421375,2
"1004"," 81504",28.7142857142857,15.5690098214286,16.8870689285714,17.0505532142857,14
"1005"," 8160",12,4.49775,15.7339,17.4760125,1
"1006"," 81600",22.3333333333333,20.3796515151515,16.1677871212121,14.6609481818182,33
"1007"," 81601",24.0568181818182,14.4087316761364,14.9632708806818,14.8567420028409,88
"1008"," 81602",33.5208333333333,16.1547505208333,17.2673485416667,16.4570538802083,48
"1009"," 81603",35.6666666666667,10.69,15.1987016666667,15.7284091666667,3
"1010"," 8161",43,42.6875,40.045,40.26375,1
"1011"," 81611",28,55.175,18.35375,13.704875,1
"1012"," 81612",38.6666666666667,9.18041666666667,8.06609083333333,10.64621625,3
"1013"," 82003",72,33.17125,18.680375,15.3534525,2
"1014"," 82020",73.5,7.46215625,9.492140625,11.3304640625,4
"1015"," 82021",79.8333333333333,13.9825666666667,20.3578091666667,18.8303566666667,6
"1016"," 82022",62,3.75625,6.214525,5.36655625,1
"1017"," 8208",60,6.63125,35.255,23.42925,1
"1018"," 82101",17,15.33,13.0159125,14.62115625,2
"1019"," 82111",3,3.9225,7.62,23.556875,1
"1020"," 82120",69,20.8125,30.3085,26.339375,1
"1021"," 82121",82,4.74875,9.599575,11.1426625,1
"1022"," 8220",49.0769230769231,14.4527019230769,14.93127,15.5836158653846,13
"1023"," 8230",16,27.825,11.6035,12.407875,1
"1024"," 82300",38.2,11.55098625,14.9496505,13.5130915,10
"1025"," 82301",41,9.816875,10.112125,14.5043125,2
"1026"," 8232",25,15.27625,14.518125,14.0253125,1
"1027"," 82320",12.25,8.65625,10.47621875,11.7420809375,4
"1028"," 82332",31,3.767,8.335175,8.8096875,1
"1029"," 82380",12,22.845,21.190875,14.68314375,2
"1030"," 82381",29,3.793375,6.70065,19.51245,1
"1031"," 8240",33.5833333333333,22.76903125,18.0575833333333,16.3312254166667,12
"1032"," 8242",36.9736842105263,16.9639539473684,19.6854492763158,18.7012744078947,38
"1033"," 8244",30,20.425,16.7505,10.971525,1
"1034"," 8246",69,23.02875,12.55265,11.21756875,2
"1035"," 8248",25.1842105263158,20.9072302631579,17.6919809210526,17.3832489802632,38
"1036"," 8249",9,19.4625,13.03501,9.11678,1
"1037"," 8250",48.75,20.8346875,16.98970625,14.498153125,4
"1038"," 82521",45.7272727272727,16.7247727272727,19.6151022727273,18.5243897727273,11
"1039"," 82522",32.625,15.07940625,14.990070625,16.6046790625,8
"1040"," 82523",39.2857142857143,12.9934107142857,14.3278521428571,15.4730760714286,7
"1041"," 82524",69.5,20.68825,13.072525,11.62751875,2
"1042"," 82525",40.5596330275229,14.8241349770642,13.7127249082569,13.9217162614679,109
"1043"," 826",41,17.6625,14.221105,15.15359375,2
"1044"," 8260",33.5555555555556,14.8686544871795,14.9376728632479,15.0173398504274,117
"1045"," 8261",49,7.4625,27.2825,23.577375,1
"1046"," 8300",18,17.60625,15.3353,16.408825,1
"1047"," 83100",32.5384615384615,20.0303269230769,18.9409726923077,18.090698125,26
"1048"," 83101",39.8571428571429,18.6185714285714,20.7196939285714,19.8586434821429,14
"1049"," 83102",68,20.525,13.166775,15.2148875,1
"1050"," 83104",21,1.5875,9.2727,11.38405,1
"1051"," 8320",2.75,55.0209375,23.8468875,18.0976,4
"1052"," 83200",2.48051948051948,15.9543642857143,14.1157575,14.8456491720779,77
"1053"," 83201",15,12.583125,26.48254375,21.236646875,2
"1054"," 83202",39,8.41375,5.8472,9.4366,1
"1055"," 83400",33.375,23.58046875,20.034070625,18.96544,8
"1056"," 83401",9,19.4125,15.978325,15.4304125,1
"1057"," 83402",16,29.5625,31.1335,21.77175,1
"1058"," 8363",20.75,23.849375,16.056825,14.559564375,4
"1059"," 83805",34,14.7786375,29.9707275,22.10935125,1
"1060"," 83809",45.25,13.7371875,16.2919575,14.786656875,4
"1061"," 8398",37,16.31,16.46925,13.5716625,1
"1062"," 8409",42.4285714285714,7.28566071428571,10.3338,12.7935403571429,7
"1063"," 84200",21.8,15.305,13.445625,14.9279535,5
"1064"," 84202",39,11.7275,9.183125,9.76445,1
"1065"," 84210",18.75,7.69864375,12.20456625,12.5312175,4
"1066"," 8439",5.5,20.9525,11.5147375,11.54923125,2
"1067"," 8440",41,4.6125,9.4068375,13.35091875,1
"1068"," 8442",53,43.9375,44.43,33.63575,1
"1069"," 8449",37,21.7402583333333,16.8380683333333,15.1061654166667,6
"1070"," 8450",19,9.4425,9.6538,9.240525,1
"1071"," 84500",28.4479495268139,15.2401940457413,15.5522195899054,15.4929195662461,317
"1072"," 84503",19,37.08125,33.257975,38.2677375,1
"1073"," 84509",40.2,7.85255,10.671765,9.904766,5
"1074"," 84510",36,16.6675,20.365875,19.3108125,2
"1075"," 8470",28.2857142857143,14.4301785714286,19.9154392857143,17.9754428571429,7
"1076"," 8471",31,36.39625,11.1043,10.880525,1
"1077"," 8472",19,3.76125,14.93375,17.416405,1
"1078"," 8479",37.5,21.38875,15.70375,14.2156525,2
"1079"," 8500",21.6,10.73249625,12.566126625,12.9857814375,20
"1080"," 85011",28.9,16.0300208333333,15.35431075,15.48562975,30
"1081"," 8505",33.3333333333333,11.7268833333333,11.5465205,13.90817075,15
"1082"," 8509",23.4285714285714,30.3323035714286,18.4643178571429,20.6601998214286,7
"1083"," 85201",89,30.15,19.41075,16.88078,1
"1084"," 85220",58,7.43,7.1054,7.093236875,2
"1085"," 85221",72,22.3729583333333,17.5733416666667,20.0349354166667,3
"1086"," 85242",16,36.39625,11.1043,10.880525,1
"1087"," 85246",22,29.29875,11.6954,9.8558,1
"1088"," 85400",40,11.7475,12.227375,18.5753125,2
"1089"," 8670",82,22.6375,8.82725,7.2220125,1
"1090"," 8708",20.695652173913,16.8004592391304,18.1481788043478,16.4487375543478,23
"1091"," 8714",5,11.738125,13.9330125,11.2687,2
"1092"," 8716",12,13.24125,17.218,11.83563,1
"1093"," 8719",27.6666666666667,14.4133333333333,28.5307833333333,29.1265958333333,3
"1094"," 87200",32.4,11.1777125,10.0811735,11.883526125,10
"1095"," 87201",32.6666666666667,11.98375,24.5476833333333,20.4661041666667,3
"1096"," 87202",52,18.1625,19.76705,17.314575,1
"1097"," 87261",16,26.6241666666667,21.167805,15.8021483333333,3
"1098"," 8728",25.5,13.9937708333333,16.1939595833333,17.5050848958333,12
"1099"," 8730",26.3160621761658,16.5951236398964,15.2263907642487,15.5468596567358,193
"1100"," 87320",27.5757575757576,15.9396738636364,14.6402589393939,14.283154469697,33
"1101"," 87340",19.1578947368421,16.9984210526316,16.2799892105263,14.3711088157895,19
"1102"," 87341",22.2916666666667,17.32334375,14.9066735416667,15.8425001041667,24
"1103"," 87342",22.2842105263158,16.0843464473684,15.2721661907895,15.5602542730263,380
"1104"," 87343",14.7087378640777,17.2888123786408,15.725739223301,15.9539732524272,103
"1105"," 87344",13.8222222222222,15.7530422222222,15.2713235277778,15.3842340416667,90
"1106"," 87349",32.3333333333333,37.6522916666667,15.6819091666667,16.0200054166667,6
"1107"," 87362",4,5.46,15.5735,15.4544,1
"1108"," 87363",19.75,14.5109375,20.820125,16.245078125,4
"1109"," 87364",18.4545454545455,22.09575,18.5457840909091,13.80969875,11
"1110"," 87365",1.6,28.199525,21.653777,16.964471,5
"1111"," 8738",35.25,19.381778125,18.4437639583333,16.7322126041667,12
"1112"," 8750",28,10.4426875,12.342225,15.38375625,2
"1113"," 8760",41.5,15.7871875,14.54974375,12.818628125,4
"1114"," 8770",25.4,9.756665,14.811638,14.821539,5
"1115"," 8783",23,8.41375,5.8472,9.4366,1
"1116"," 8786",30,17.495625,9.7803125,9.4925325,2
"1117"," 8792",24.6666666666667,12.5216666666667,15.368425,17.1349916666667,3
"1118"," 8796",6,4.77375,12.9915,8.8419275,1
"1119"," 8798",46,4.0778,19.89906,16.5550425,1
"1120"," 88000",32.75,14.76215625,16.03265625,14.68386625,8
"1121"," 88010",22,10.61625,9.07505,7.9189875,1
"1122"," 8810",20,12.1095625,11.80585,16.26455,2
"1123"," 88100",24.906976744186,14.566373255814,15.8139618604651,14.5670836627907,43
"1124"," 88101",21.6363636363636,15.3125636363636,12.1429618181818,11.6266546590909,11
"1125"," 88102",28.1111111111111,19.3890152777778,21.2764058333333,19.8652404166667,9
"1126"," 88120",19,5.983875,12.801625,18.3107,1
"1127"," 8820",29.7320261437909,14.8604121732026,14.9230452287582,14.9452055718954,153
"1128"," 8821",41,3.767,8.335175,8.8096875,1
"1129"," 8822",25,14.3129166666667,10.9872083333333,12.5911708333333,3
"1130"," 8830",32.1320754716981,15.3824394541779,15.9023787061995,15.874344245283,371
"1131"," 8831",37.6666666666667,13.4741666666667,13.8282033333333,10.7421125,3
"1132"," 8832",42.8,15.449475,19.048,16.1725215,5
"1133"," 8840",25.6,13.4584875,12.807465,13.388838875,10
"1134"," 8860",20,10.61625,9.07505,7.9189875,1
"1135"," 8900",37.5909090909091,15.8965454545455,16.9550334090909,15.3694388636364,22
"1136"," 8910",27.8295454545455,12.2479774147727,13.1556572159091,13.1792269744318,88
"1137"," 8911",15,9.42875,10.643425,11.167825,2
"1138"," 8920",27.3768115942029,15.6196532608696,15.7449704710145,15.5128789492754,69
"1139"," 8921",19,15.53125,11.776325,13.2942875,1
"1140"," 8930",29.5416666666667,13.3682840277778,13.4772839236111,13.5174075173611,72
"1141"," 8940",20.5,14.2529375,15.295325,18.57910625,2
"1142"," 9050",97,29.4,17.51875,12.90475,1
"1143"," 9054",54,31.4125,19.0854,20.485725,2
"1144"," 9061",12,9.82125,6.787765,8.1776325,1
"1145"," 9065",43,11.60625,10.07775,11.2904125,1
"1146"," 9066",46,15.53125,11.776325,13.2942875,1
"1147"," 9067",85,3.767,8.335175,8.8096875,1
"1148"," 910",48,9.07125,21.04925,27.12125,1
"1149"," 9100",22.8253968253968,16.6151488095238,14.7348903968254,16.6919270238095,63
"1150"," 9104",18.7142857142857,22.0868571428571,13.2711842857143,13.1921492857143,7
"1151"," 9105",29.8,17.0905,19.298895,20.1297725,5
"1152"," 9106",1,13.4625,13.211025,15.2145125,1
"1153"," 9108",1,9.83375,11.376525,12.2057675,1
"1154"," 911",57,11.675,15.20825,10.8136625,1
"1155"," 9110",27.9285714285714,15.9100678571429,16.6002876785714,16.0898965178571,14
"1156"," 9115",36,12.075,17.1225,14.454125,1
"1157"," 9120",28,30.5208333333333,16.7061541666667,15.73461875,3
"1158"," 9122",25,15.67,11.596375,18.3353125,1
"1159"," 9123",16,4.25875,4.5185875,12.03741875,1
"1160"," 9130",29.6818181818182,11.3757954545455,12.9350154545455,13.7509315909091,22
"1161"," 9134",24.7272727272727,9.56475,11.2861136363636,11.3847985227273,11
"1162"," 9135",32,14.5623984375,14.5258921875,14.80488984375,8
"1163"," 9140",35.1428571428571,16.2105833333333,16.8051142857143,15.3930392857143,21
"1164"," 9144",26.75,13.712125,12.06363625,11.651601875,8
"1165"," 9145",20.4,14.317,12.5248425,12.08389625,5
"1166"," 9146",16,8.61375,13.74525,19.963,1
"1167"," 9148",23,8.825,9.5525,10.834375,1
"1168"," 9150",25.4,18.88166,15.8747417,17.8888606,25
"1169"," 9155",45.3333333333333,13.4404166666667,12.08575,11.5174208333333,3
"1170"," 9158",55,7.88625,9.51525,11.5330375,1
"1171"," 9160",29.5111111111111,17.3994433333333,15.2835605555556,16.1242708333333,45
"1172"," 9161",28.5,17.355625,13.82089375,13.46149125,4
"1173"," 9162",59,22.0875,19.55625,16.255875,1
"1174"," 9164",25,18.2764020833333,14.91319125,13.203045625,12
"1175"," 9165",20.7,9.3266625,11.4708025,11.927540125,10
"1176"," 9168",28,11.98,11.746075,12.6397875,1
"1177"," 9170",28.04,13.163313,15.5770799,15.22863375,25
"1178"," 9172",9,3.6205,6.66175,8.157775,1
"1179"," 9174",21.8888888888889,14.2136111111111,13.7582802777778,14.6888456944444,9
"1180"," 9175",18.75,9.88096875,12.59625625,11.99467625,4
"1181"," 9178",58,9.91875,12.9555,11.5085,1
"1182"," 9180",23.75,7.665325,7.31727125,7.9903325,4
"1183"," 9181",26.3947368421053,16.3054755482456,15.7538519736842,15.4122180153509,114
"1184"," 9182",23.5454545454545,17.4800340909091,15.0942718181818,13.1239585227273,11
"1185"," 9189",25.8333333333333,8.51302083333333,18.1891125,14.9679083333333,6
"1186"," 9190",30.45,14.33115625,11.116013125,13.088191875,20
"1187"," 9194",33.3333333333333,6.78776666666667,7.636845,8.651485,3
"1188"," 9199",71,13.04125,13.6844,12.0391575,1
"1189"," 920",21.4153846153846,16.8817569230769,14.8695444230769,15.1794550769231,65
"1190"," 9210",45,44.0125,24.834,17.0425,1
"1191"," 9211",12,15.9033333333333,14.959675,17.8578458333333,3
"1192"," 9212",26.3333333333333,36.3049583333333,25.0204166666667,18.3027625,3
"1193"," 9213",19.3333333333333,15.0156458333333,15.110775,17.1301695833333,6
"1194"," 9219",24.2083333333333,17.886340625,14.3031270833333,15.45911453125,24
"1195"," 9220",39.5,5.80268125,12.34509875,15.250993125,2
"1196"," 9221",48,11.69875,17.263,10.755905,1
"1197"," 9222",47,16.93375,8.3010875,15.2491625,2
"1198"," 9223",76,24.9875,10.24501,8.64953,1
"1199"," 92231",31,42.46875,29.33625,22.64849375,2
"1200"," 92232",59.3333333333333,22.4604166666667,16.4194166666667,12.5643791666667,3
"1201"," 9224",19,25.336875,13.87,13.5422,2
"1202"," 92309",14,24.7625,11.30775,8.98475,1
"1203"," 92310",42.5,7.5475,7.7548875,8.19724375,2
"1204"," 92311",28,20.4020833333333,13.7259916666667,16.9248808333333,3
"1205"," 92320",32.4,12.719975,13.766871,14.20096925,10
"1206"," 92321",36.75,8.366875,23.5243375,19.383990625,4
"1207"," 9233",32.4333333333333,16.9644066666667,17.438578,16.8465377083333,30
"1208"," 92400",49.6,28.08,20.378005,14.9832675,5
"1209"," 92401",9,6.268875,5.616775,9.65430625,1
"1210"," 92410",42.25,19.3496875,20.25051875,17.8709709375,8
"1211"," 92411",40,14.7225,13.122525,15.4991410714286,7
"1212"," 92420",30.6666666666667,10.6775,13.3706833333333,15.3188833333333,3
"1213"," 92421",35.5,19.160625,31.782375,26.84930625,2
"1214"," 9243",29,10.0300145833333,10.8083044444444,12.3041751388889,18
"1215"," 9245",43.8571428571429,17.0468571428571,14.7221021428571,13.5992278571429,7
"1216"," 9248",14,4.8375,6.3352,10.460975,1
"1217"," 9251",40,0.9129375,13.8588375,15.68879375,1
"1218"," 9260",34,17.51125,13.5325,13.6995375,1
"1219"," 92720",31,1.5875,9.2727,11.38405,1
"1220"," 9273",21,4.77375,12.9915,8.8419275,1
"1221"," 9300",32.5151515151515,10.6659015151515,12.2190901515152,12.7663420833333,33
"1222"," 9301",27.2608695652174,18.5395711956522,17.1212605434783,15.8189819021739,23
"1223"," 9309",35.8837209302326,14.7456610465116,17.0021993023256,17.089524505814,43
"1224"," 931",29.3333333333333,17.8384276315789,18.1959460087719,17.3205777412281,57
"1225"," 932",6.76470588235294,16.2157426470588,16.1373658823529,16.1190072058824,17
"1226"," 933",30,11.61125,9.251,8.76072375,1
"1227"," 9330",31.2903225806452,18.4153991935484,14.2299649193548,14.5308118548387,31
"1228"," 9331",32,24.2475,20.1580875,15.5282316666667,6
"1229"," 9341",2,9.803375,10.341875,12.79835375,2
"1230"," 9350",47,45.7875,47.145,36.991875,1
"1231"," 9351",43.5,14.44125,12.8803875,11.0060875,2
"1232"," 9352",13.4285714285714,9.64517857142857,17.3741964285714,14.3833107142857,7
"1233"," 936",7.25,19.8859375,18.99085625,17.0005625,4
"1234"," 937",21,26.9,29.5435,25.302375,1
"1235"," 938",18.7,15.55625,16.24863225,15.772200125,10
"1236"," 9391",32,7.075,9.63775,9.551875,1
"1237"," 9392",28.3333333333333,9.69958333333333,10.1313416666667,14.7769666666667,3
"1238"," 9401",23,3.76125,14.93375,17.416405,1
"1239"," 9404",2,33.7875,28.334875,20.55871875,2
"1240"," 9409",31,19.9125,18.00275,16.3484,1
"1241"," 94110",25.1428571428571,11.5280357142857,11.997955,13.811495,7
"1242"," 94117",7,42.6875,40.045,40.26375,1
"1243"," 94118",0,19.9,14.776075,15.6041625,1
"1244"," 94120",34,11.0647083333333,18.1655316666667,19.4801379166667,6
"1245"," 94127",64,41.1125,22.37025,33.718625,1
"1246"," 94210",6,5.3,11.699825,12.7569375,2
"1247"," 94212",21,15.4284166666667,16.32455,15.6298625,3
"1248"," 94213",24,16.11875,13.372005,10.3596525,2
"1249"," 94221",62,22.0875,19.55625,16.255875,1
"1250"," 94222",21.1666666666667,12.0577083333333,11.174475,10.8736895833333,6
"1251"," 94223",38,9.74625,13.026,12.0814075,1
"1252"," 94224",76,45.7875,47.145,36.991875,1
"1253"," 94234",4,42.6875,40.045,40.26375,1
"1254"," 94310",28.5,18.2653125,18.87353125,17.62305,4
"1255"," 94311",42.3333333333333,13.9147916666667,15.84525,14.5527604166667,6
"1256"," 94315",3,19.9,14.776075,15.6041625,1
"1257"," 94320",36,9.8803125,8.8501175,8.43069625,2
"1258"," 94321",31.3333333333333,18.47125,18.30530375,16.4447352083333,6
"1259"," 94322",22,6.64875,9.466,12.1210375,1
"1260"," 94410",17.8571428571429,15.4507142857143,17.2777157142857,18.3535175,7
"1261"," 94412",18,11.37375,10.445725,11.9578375,1
"1262"," 94413",23,15.53125,11.776325,13.2942875,1
"1263"," 94414",15.5,4.76334375,13.80204375,17.825896875,2
"1264"," 94415",26.5,6.540875,12.09675,12.22485,2
"1265"," 94417",45,6.02125,6.5289,12.065325,1
"1266"," 94418",12,15.6925,24.002,34.4125,1
"1267"," 94420",33.2,13.9959541666667,14.9241925,13.39163375,15
"1268"," 94421",38,11.934375,19.7206875,15.49653125,2
"1269"," 94422",45,5.625,6.1137,9.454675,1
"1270"," 94424",28,11.45015625,17.54996875,15.4657125,4
"1271"," 94425",4,3.793375,6.70065,19.51245,1
"1272"," 94426",33,10.08125,11.263975,11.6303625,1
"1273"," 94427",30,25.559375,22.8670375,17.12633125,2
"1274"," 94510",21.6666666666667,19.4720833333333,26.3564666666667,22.4896958333333,3
"1275"," 94512",25.3333333333333,12.228425,10.8364516666667,11.0593758333333,3
"1276"," 94516",28.6666666666667,17.23,13.7682333333333,16.3907416666667,3
"1277"," 94520",33.2,14.2115,14.43869,13.507685,5
"1278"," 94521",10,20.8125,30.3085,26.339375,1
"1279"," 94522",49.2222222222222,14.1013055555556,11.892125,10.1931013888889,9
"1280"," 94523",6,31.15,16.10775,10.999125,1
"1281"," 94524",28,5.78375,10.234,15.641625,1
"1282"," 94525",66,14.9875,19.87225,17.99,1
"1283"," 94526",42.3333333333333,19.9530555555556,13.7846577777778,14.4274208333333,9
"1284"," 94529",43,11.98,11.746075,12.6397875,1
"1285"," 94535",48,45.7875,47.145,36.991875,1
"1286"," 9470",33.5,10.65125,9.5713625,11.82549375,2
"1287"," 9548",62,25.0875,34.555,38.30625,1
"1288"," 9583",58.5,11.77521875,11.34304375,11.455403125,2
"1289"," 9588",24,8.6525,8.64888333333333,10.6588125,3
"1290"," 9590",29.25,7.2195,13.42998125,12.8508890625,4
"1291"," 95901",21.3630769230769,14.7930939230769,15.1185626769231,15.2208393923077,325
"1292"," 95909",19.4745762711864,15.4987784957627,15.6708730190678,15.675843003178,236
"1293"," 9591",47,12.24175,17.2731625,15.070641875,4
